epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
150,14130.1,0.56512,0.30538,0.84787,0.93158,0.83248,0.89273,0.68212,0.45938,0.26027,0.81742,0.005083,0.005083,0.005083
151,14226.2,0.5657,0.30549,0.8485,0.93206,0.83053,0.8932,0.68265,0.45902,0.25999,0.81736,0.00505,0.00505,0.00505
152,14322.1,0.56479,0.30499,0.84866,0.93122,0.8301,0.89196,0.68239,0.45869,0.25978,0.81729,0.005017,0.005017,0.005017
153,14417.5,0.56465,0.30449,0.84856,0.93065,0.83366,0.89227,0.68233,0.45834,0.25978,0.8172,0.004984,0.004984,0.004984
154,14512.7,0.56188,0.30416,0.84646,0.93092,0.83293,0.89222,0.68262,0.45801,0.25966,0.81712,0.004951,0.004951,0.004951
155,14608,0.56065,0.30243,0.84581,0.93265,0.83314,0.89369,0.68329,0.45772,0.25946,0.81703,0.004918,0.004918,0.004918
156,14703.8,0.56072,0.3032,0.84719,0.93428,0.83438,0.89394,0.68335,0.45739,0.25906,0.81696,0.004885,0.004885,0.004885
157,14799.4,0.56104,0.30379,0.84778,0.93069,0.83598,0.89389,0.68328,0.45711,0.25888,0.8169,0.004852,0.004852,0.004852
158,14894.8,0.56081,0.30433,0.84614,0.92813,0.83604,0.89306,0.68374,0.45672,0.25891,0.81682,0.004819,0.004819,0.004819
159,14990.6,0.56004,0.30382,0.84569,0.92934,0.83541,0.89358,0.68406,0.45643,0.25867,0.81674,0.004786,0.004786,0.004786
160,15086.4,0.55903,0.30347,0.84576,0.9268,0.83552,0.89357,0.68482,0.45607,0.25822,0.81668,0.004753,0.004753,0.004753
161,15182,0.5591,0.30288,0.8453,0.92509,0.836,0.89431,0.68485,0.45569,0.25805,0.81659,0.00472,0.00472,0.00472
162,15277.8,0.56045,0.30466,0.84499,0.92634,0.83602,0.89445,0.68523,0.45546,0.25814,0.8165,0.004687,0.004687,0.004687
163,15373.6,0.56024,0.30444,0.8457,0.92858,0.83559,0.89463,0.68559,0.45497,0.25785,0.81641,0.004654,0.004654,0.004654
164,15469.5,0.56165,0.30687,0.84505,0.92905,0.83598,0.89473,0.68586,0.45464,0.25746,0.81635,0.004621,0.004621,0.004621
165,15565.3,0.56012,0.3099,0.84415,0.92752,0.83596,0.89508,0.68607,0.45426,0.25735,0.81624,0.004588,0.004588,0.004588
166,15660.9,0.5644,0.31304,0.8449,0.92719,0.83631,0.89575,0.68685,0.45384,0.25735,0.81615,0.004555,0.004555,0.004555
167,15756.4,0.5664,0.31429,0.84444,0.92748,0.83714,0.89588,0.68694,0.4533,0.25715,0.81607,0.004522,0.004522,0.004522
168,15852.2,0.561,0.31304,0.84405,0.92817,0.83685,0.89593,0.68756,0.45294,0.25695,0.81598,0.004489,0.004489,0.004489
169,15948,0.56275,0.3147,0.84334,0.92879,0.83701,0.8966,0.68839,0.45254,0.25686,0.8159,0.004456,0.004456,0.004456
170,16044.1,0.55993,0.31314,0.84418,0.92886,0.83467,0.89617,0.68857,0.4522,0.25665,0.8158,0.004423,0.004423,0.004423
171,16140.2,0.56199,0.31471,0.84191,0.92867,0.83452,0.89609,0.68862,0.45189,0.25647,0.81573,0.00439,0.00439,0.00439
172,16236.1,0.55957,0.31312,0.84167,0.92688,0.83656,0.89599,0.68908,0.45158,0.25633,0.81568,0.004357,0.004357,0.004357
173,16332.1,0.55935,0.31259,0.84094,0.92749,0.83701,0.89696,0.68951,0.45134,0.25622,0.81563,0.004324,0.004324,0.004324
174,16428.1,0.55658,0.31143,0.84086,0.92812,0.83787,0.89712,0.68988,0.4511,0.25637,0.81556,0.004291,0.004291,0.004291
175,16524,0.55721,0.31201,0.84153,0.92871,0.8367,0.89835,0.69027,0.45075,0.25625,0.81552,0.004258,0.004258,0.004258
176,16619.9,0.55694,0.3115,0.84075,0.92875,0.83683,0.8985,0.69072,0.45039,0.25615,0.81546,0.004225,0.004225,0.004225
177,16715.7,0.55373,0.3106,0.83951,0.92822,0.83934,0.89955,0.69158,0.45013,0.256,0.81541,0.004192,0.004192,0.004192
178,16811.7,0.55536,0.31079,0.84004,0.92679,0.83991,0.89876,0.69176,0.44973,0.25588,0.81534,0.004159,0.004159,0.004159
179,16907.7,0.55339,0.30953,0.83897,0.92805,0.83948,0.89892,0.6921,0.44927,0.25567,0.81529,0.004126,0.004126,0.004126
180,17003.7,0.552,0.30918,0.83896,0.92748,0.839,0.89962,0.69266,0.44889,0.25556,0.81521,0.004093,0.004093,0.004093
181,17099.8,0.55293,0.30892,0.83929,0.92909,0.83854,0.90031,0.69297,0.4485,0.25531,0.81513,0.00406,0.00406,0.00406
182,17196,0.55044,0.30802,0.83845,0.92899,0.83857,0.90081,0.69339,0.44824,0.2554,0.81507,0.004027,0.004027,0.004027
183,17291.8,0.55086,0.30768,0.83933,0.92775,0.83878,0.90087,0.69328,0.44794,0.25533,0.81503,0.003994,0.003994,0.003994
184,17387.4,0.55017,0.30723,0.83878,0.92742,0.8391,0.90064,0.69339,0.44758,0.25524,0.81498,0.003961,0.003961,0.003961
185,17482.8,0.55068,0.30678,0.83927,0.91736,0.84437,0.90028,0.69316,0.44735,0.25528,0.81495,0.003928,0.003928,0.003928
186,17577.8,0.54683,0.30541,0.83791,0.91124,0.84736,0.90073,0.69327,0.44709,0.25517,0.81491,0.003895,0.003895,0.003895
187,17673,0.54668,0.30555,0.8387,0.91305,0.84885,0.90136,0.69451,0.44673,0.25513,0.81486,0.003862,0.003862,0.003862
188,17769,0.54663,0.30481,0.83894,0.90812,0.85008,0.9017,0.69511,0.44615,0.25508,0.81479,0.003829,0.003829,0.003829
189,17864.8,0.5443,0.30422,0.83797,0.91002,0.84937,0.90172,0.69524,0.44571,0.25476,0.81474,0.003796,0.003796,0.003796
190,17960.5,0.54527,0.3044,0.83823,0.91021,0.84944,0.90217,0.69525,0.44551,0.25476,0.81471,0.003763,0.003763,0.003763
191,18056.1,0.54419,0.30307,0.83762,0.90412,0.8546,0.90178,0.69565,0.44507,0.25463,0.81464,0.00373,0.00373,0.00373
192,18151.8,0.54287,0.30265,0.83711,0.90403,0.85409,0.90248,0.6965,0.44453,0.25443,0.8146,0.003697,0.003697,0.003697
193,18247.6,0.54267,0.30215,0.83826,0.90651,0.85461,0.90295,0.69742,0.44411,0.25449,0.81455,0.003664,0.003664,0.003664
194,18343.3,0.54002,0.30125,0.83577,0.90555,0.85469,0.90266,0.69703,0.44376,0.25446,0.8145,0.003631,0.003631,0.003631
195,18439.4,0.53828,0.30037,0.83558,0.90667,0.8537,0.90326,0.69746,0.4433,0.25433,0.81445,0.003598,0.003598,0.003598
196,18535.3,0.53889,0.30071,0.83636,0.90691,0.85405,0.90315,0.69808,0.44304,0.2544,0.81444,0.003565,0.003565,0.003565
197,18631.3,0.53859,0.30063,0.83615,0.90841,0.85408,0.90404,0.69848,0.44268,0.25437,0.81438,0.003532,0.003532,0.003532
198,18727.1,0.53729,0.2992,0.83704,0.90966,0.85511,0.90443,0.69874,0.44224,0.25412,0.81434,0.003499,0.003499,0.003499
199,18822.6,0.53747,0.29945,0.83665,0.9119,0.85436,0.90404,0.69936,0.4418,0.25414,0.81429,0.003466,0.003466,0.003466
200,18918.4,0.53334,0.29837,0.83541,0.90776,0.85533,0.90455,0.69962,0.44151,0.25405,0.81426,0.003433,0.003433,0.003433
201,19014,0.53283,0.29757,0.83496,0.90858,0.85444,0.90519,0.69917,0.44105,0.25415,0.81418,0.0034,0.0034,0.0034
202,19109.3,0.5315,0.29665,0.83584,0.90673,0.85718,0.9052,0.69952,0.44067,0.25388,0.81412,0.003367,0.003367,0.003367
203,19204.8,0.53006,0.29536,0.83446,0.91111,0.85455,0.90557,0.70026,0.44026,0.25348,0.81404,0.003334,0.003334,0.003334
204,19301,0.53016,0.29567,0.83454,0.90997,0.85677,0.90577,0.70079,0.43989,0.25341,0.81401,0.003301,0.003301,0.003301
205,19396.9,0.53035,0.2958,0.83424,0.91169,0.85549,0.90555,0.70071,0.43948,0.25335,0.81393,0.003268,0.003268,0.003268
206,19492.4,0.5322,0.29627,0.83488,0.90936,0.85637,0.90593,0.70092,0.439,0.2528,0.81388,0.003235,0.003235,0.003235
207,19588.3,0.52968,0.29459,0.83508,0.91121,0.85593,0.90621,0.70169,0.43844,0.25259,0.81383,0.003202,0.003202,0.003202
208,19684.1,0.52807,0.29449,0.83468,0.91075,0.85592,0.90603,0.70189,0.43811,0.25252,0.81381,0.003169,0.003169,0.003169
209,19779.8,0.52608,0.29341,0.8336,0.90931,0.85786,0.90645,0.70217,0.43783,0.25244,0.81376,0.003136,0.003136,0.003136
210,19875.4,0.52804,0.29406,0.83437,0.91029,0.85819,0.90671,0.7029,0.43755,0.2524,0.81372,0.003103,0.003103,0.003103
211,19971.3,0.52401,0.29273,0.83461,0.90872,0.85812,0.90617,0.70262,0.43722,0.25229,0.81366,0.00307,0.00307,0.00307
212,20066.6,0.52362,0.29175,0.83328,0.9129,0.85827,0.90655,0.70305,0.43694,0.25211,0.81362,0.003037,0.003037,0.003037
213,20162.6,0.52154,0.29143,0.83255,0.91161,0.85822,0.90661,0.70313,0.43668,0.25224,0.81359,0.003004,0.003004,0.003004
214,20258.5,0.52109,0.29064,0.83291,0.91367,0.8585,0.90725,0.70315,0.43646,0.25202,0.81353,0.002971,0.002971,0.002971
215,20354.3,0.52129,0.29079,0.83331,0.91362,0.85905,0.90728,0.70388,0.43604,0.252,0.81346,0.002938,0.002938,0.002938
216,20450.1,0.52135,0.29105,0.83281,0.91351,0.85773,0.90735,0.70404,0.43595,0.25185,0.81343,0.002905,0.002905,0.002905
217,20545.8,0.52126,0.29072,0.83284,0.91549,0.85758,0.90807,0.70428,0.43562,0.25181,0.81336,0.002872,0.002872,0.002872
218,20641.3,0.5173,0.28896,0.83227,0.91435,0.8576,0.9076,0.70449,0.43512,0.25172,0.8133,0.002839,0.002839,0.002839
219,20737.1,0.51431,0.28813,0.83199,0.91434,0.85811,0.90794,0.70507,0.43473,0.25184,0.81324,0.002806,0.002806,0.002806
220,20833.1,0.51607,0.28806,0.8311,0.91396,0.85932,0.90827,0.7051,0.43457,0.25206,0.81318,0.002773,0.002773,0.002773
221,20929,0.51486,0.28738,0.83163,0.91359,0.85791,0.90813,0.70545,0.43444,0.25211,0.81313,0.00274,0.00274,0.00274
222,21025,0.51256,0.28717,0.83003,0.91549,0.85685,0.90884,0.7055,0.43422,0.25229,0.81308,0.002707,0.002707,0.002707
223,21121,0.51459,0.28723,0.8322,0.91574,0.85655,0.90865,0.7056,0.43409,0.25252,0.81304,0.002674,0.002674,0.002674
224,21216.9,0.51357,0.28649,0.83126,0.91387,0.85606,0.90882,0.70598,0.43404,0.25264,0.81301,0.002641,0.002641,0.002641
225,21312.8,0.50949,0.2852,0.83059,0.9152,0.85658,0.90878,0.70607,0.43396,0.25295,0.81297,0.002608,0.002608,0.002608
226,21408.6,0.51156,0.28606,0.83026,0.91519,0.85556,0.90923,0.70657,0.43386,0.25308,0.81294,0.002575,0.002575,0.002575
227,21504.4,0.51094,0.28576,0.83115,0.91741,0.85681,0.9098,0.70701,0.43377,0.25315,0.81289,0.002542,0.002542,0.002542
228,21600.5,0.50503,0.28378,0.8293,0.91559,0.85702,0.91017,0.70718,0.43361,0.25321,0.81285,0.002509,0.002509,0.002509
229,21696.8,0.51054,0.28501,0.8298,0.9168,0.85784,0.91077,0.70761,0.43357,0.2534,0.81279,0.002476,0.002476,0.002476
230,21792.5,0.5073,0.28346,0.83043,0.91633,0.857,0.91039,0.70737,0.43341,0.25356,0.81274,0.002443,0.002443,0.002443
231,21887.9,0.50396,0.28197,0.82929,0.91829,0.85882,0.91136,0.70811,0.43327,0.25348,0.81272,0.00241,0.00241,0.00241
232,21983.7,0.50547,0.28257,0.83065,0.91845,0.85976,0.91137,0.70801,0.4331,0.25333,0.81266,0.002377,0.002377,0.002377
233,22079.2,0.50299,0.28194,0.82992,0.91816,0.85539,0.9106,0.70807,0.43294,0.25356,0.81259,0.002344,0.002344,0.002344
234,22174.7,0.50335,0.28196,0.83032,0.91909,0.85938,0.91161,0.70803,0.43258,0.25371,0.81251,0.002311,0.002311,0.002311
235,22270.1,0.5014,0.28126,0.82972,0.91865,0.85618,0.91111,0.7082,0.43255,0.25397,0.81245,0.002278,0.002278,0.002278
236,22366,0.50012,0.28078,0.82941,0.92065,0.85721,0.91205,0.70855,0.43242,0.25397,0.81238,0.002245,0.002245,0.002245
237,22462,0.49623,0.27899,0.82718,0.91981,0.85952,0.91205,0.70865,0.4324,0.25408,0.81232,0.002212,0.002212,0.002212
238,22557.7,0.49851,0.27985,0.8283,0.91877,0.85753,0.91234,0.70905,0.43215,0.25384,0.81226,0.002179,0.002179,0.002179
239,22653.5,0.49743,0.27882,0.82826,0.91897,0.85618,0.91193,0.70905,0.43193,0.25382,0.8122,0.002146,0.002146,0.002146
240,22749.3,0.49396,0.27831,0.82767,0.92095,0.85942,0.91334,0.70921,0.43178,0.25375,0.81216,0.002113,0.002113,0.002113
241,22845.7,0.49859,0.2794,0.82933,0.92088,0.85572,0.91256,0.70991,0.43162,0.25394,0.81207,0.00208,0.00208,0.00208
242,22941.3,0.49301,0.2772,0.82792,0.92019,0.85628,0.91326,0.70941,0.43164,0.25406,0.81201,0.002047,0.002047,0.002047
243,23036.5,0.49176,0.27634,0.82646,0.92054,0.85742,0.91358,0.70991,0.43151,0.25398,0.81195,0.002014,0.002014,0.002014
244,23132.1,0.49298,0.27684,0.82785,0.9196,0.85771,0.91334,0.70989,0.43135,0.25389,0.81188,0.001981,0.001981,0.001981
245,23227.2,0.49216,0.27625,0.82706,0.92065,0.85696,0.91332,0.71008,0.43147,0.2541,0.81183,0.001948,0.001948,0.001948
246,23323,0.48885,0.2747,0.82579,0.92117,0.8569,0.91341,0.71031,0.43131,0.25414,0.81178,0.001915,0.001915,0.001915
247,23418.9,0.48852,0.2746,0.82608,0.92056,0.85712,0.91359,0.71082,0.43112,0.25414,0.8117,0.001882,0.001882,0.001882
248,23514.8,0.48619,0.2737,0.82726,0.92182,0.85748,0.91401,0.71132,0.43092,0.25422,0.81162,0.001849,0.001849,0.001849
249,23610.6,0.48781,0.27369,0.82566,0.92218,0.8572,0.91421,0.71098,0.43085,0.25459,0.81158,0.001816,0.001816,0.001816
250,23705.9,0.4884,0.2744,0.82589,0.92133,0.85781,0.91427,0.71126,0.43086,0.25478,0.81152,0.001783,0.001783,0.001783
251,23801.3,0.48523,0.27311,0.82667,0.92114,0.85786,0.91443,0.71133,0.43083,0.25494,0.81146,0.00175,0.00175,0.00175
252,23897.2,0.4827,0.27233,0.82624,0.92329,0.85606,0.91472,0.71126,0.43095,0.25519,0.81139,0.001717,0.001717,0.001717
253,23992.3,0.48309,0.27204,0.82602,0.92174,0.85814,0.91494,0.71147,0.43082,0.2555,0.81131,0.001684,0.001684,0.001684
254,24088.3,0.48138,0.27141,0.82562,0.92155,0.85776,0.91518,0.71152,0.43081,0.25583,0.81124,0.001651,0.001651,0.001651
255,24184.3,0.47999,0.27053,0.82549,0.92284,0.85744,0.91551,0.7116,0.43058,0.25603,0.81115,0.001618,0.001618,0.001618
256,24279.8,0.47718,0.26944,0.82395,0.92288,0.8576,0.91556,0.71223,0.43047,0.25622,0.81109,0.001585,0.001585,0.001585
257,24375.5,0.47772,0.2695,0.82454,0.92682,0.85697,0.91641,0.71222,0.43052,0.25677,0.81102,0.001552,0.001552,0.001552
258,24471.5,0.47654,0.26944,0.82393,0.92603,0.85799,0.9164,0.71237,0.4305,0.25712,0.81095,0.001519,0.001519,0.001519
259,24567.2,0.47856,0.26956,0.82446,0.92324,0.8553,0.91683,0.71377,0.43038,0.25749,0.81085,0.001486,0.001486,0.001486
260,24663,0.47488,0.26815,0.82418,0.92465,0.8548,0.91665,0.71381,0.43043,0.25777,0.81081,0.001453,0.001453,0.001453
261,24759,0.47719,0.26859,0.82502,0.92644,0.85509,0.91814,0.7145,0.43038,0.25802,0.81073,0.00142,0.00142,0.00142
262,24854.8,0.47408,0.26804,0.82411,0.92828,0.85556,0.9189,0.71451,0.43046,0.25848,0.81065,0.001387,0.001387,0.001387
263,24950.8,0.47303,0.26702,0.82435,0.92936,0.8562,0.91961,0.71498,0.43026,0.25857,0.81055,0.001354,0.001354,0.001354
264,25046.6,0.46998,0.26539,0.82266,0.93075,0.85625,0.91956,0.71493,0.43006,0.25847,0.8105,0.001321,0.001321,0.001321
265,25141.5,0.46968,0.26569,0.82339,0.93051,0.85549,0.92099,0.71592,0.42994,0.2589,0.81043,0.001288,0.001288,0.001288
266,25237,0.46765,0.26457,0.8222,0.92974,0.85717,0.92144,0.7164,0.42984,0.25899,0.81032,0.001255,0.001255,0.001255
267,25332.9,0.46709,0.26518,0.82268,0.93124,0.85922,0.92229,0.71666,0.42978,0.25923,0.81023,0.001222,0.001222,0.001222
268,25428.9,0.46845,0.26448,0.82253,0.9324,0.85836,0.92283,0.71713,0.42982,0.25967,0.81015,0.001189,0.001189,0.001189
269,25524.8,0.46562,0.26365,0.8215,0.93379,0.85938,0.92316,0.71795,0.42976,0.25985,0.81006,0.001156,0.001156,0.001156
270,25620.7,0.46338,0.26234,0.82126,0.93164,0.86028,0.92254,0.71799,0.42966,0.26013,0.80996,0.001123,0.001123,0.001123
271,25715.9,0.46077,0.26171,0.82187,0.93197,0.86098,0.92394,0.71847,0.42957,0.26034,0.8099,0.00109,0.00109,0.00109
272,25812.1,0.46217,0.26192,0.82285,0.93262,0.86132,0.92394,0.71914,0.4296,0.26075,0.80983,0.001057,0.001057,0.001057
273,25907.9,0.46205,0.26214,0.82165,0.93188,0.86212,0.92474,0.71923,0.42961,0.26106,0.80976,0.001024,0.001024,0.001024
274,26004.1,0.46186,0.26222,0.82144,0.93379,0.86219,0.92443,0.71961,0.42964,0.26133,0.80968,0.000991,0.000991,0.000991
275,26100,0.46121,0.26133,0.82148,0.93359,0.86148,0.92457,0.71997,0.42962,0.26165,0.80964,0.000958,0.000958,0.000958
276,26195.7,0.45578,0.25917,0.82102,0.93421,0.86223,0.92506,0.72055,0.4296,0.26186,0.8096,0.000925,0.000925,0.000925
277,26291.6,0.45517,0.25885,0.82006,0.93302,0.86216,0.92454,0.72103,0.42937,0.26184,0.80954,0.000892,0.000892,0.000892
278,26387.1,0.45625,0.25925,0.82159,0.93128,0.86341,0.92482,0.72185,0.42931,0.26195,0.80949,0.000859,0.000859,0.000859
279,26483.1,0.4541,0.2584,0.82006,0.93138,0.86359,0.92494,0.72226,0.42908,0.26196,0.80944,0.000826,0.000826,0.000826
280,26579,0.45666,0.25878,0.82099,0.93237,0.86318,0.92528,0.72237,0.42899,0.262,0.80938,0.000793,0.000793,0.000793
281,26674.9,0.45308,0.25721,0.82042,0.93032,0.86402,0.92583,0.72301,0.42854,0.26201,0.80929,0.00076,0.00076,0.00076
282,26770.6,0.4496,0.25623,0.81855,0.93123,0.86437,0.92569,0.7231,0.42839,0.26197,0.80922,0.000727,0.000727,0.000727
283,26866.3,0.45044,0.25632,0.81866,0.93104,0.8658,0.92599,0.72329,0.42807,0.26185,0.80915,0.000694,0.000694,0.000694
284,26962.3,0.45027,0.25612,0.81859,0.93085,0.86516,0.9265,0.72364,0.42777,0.26189,0.80909,0.000661,0.000661,0.000661
285,27058.4,0.44894,0.25569,0.81875,0.93148,0.86634,0.92619,0.72361,0.42746,0.26158,0.80904,0.000628,0.000628,0.000628
286,27154.1,0.44718,0.25529,0.81904,0.93349,0.86759,0.92748,0.72439,0.42703,0.2615,0.80895,0.000595,0.000595,0.000595
287,27250.2,0.4454,0.25408,0.81885,0.93112,0.86785,0.9275,0.7243,0.42682,0.26131,0.80889,0.000562,0.000562,0.000562
288,27346.1,0.44567,0.25398,0.81921,0.93298,0.8698,0.92775,0.72504,0.42645,0.26095,0.80881,0.000529,0.000529,0.000529
289,27442,0.44322,0.25276,0.81901,0.93449,0.87,0.92831,0.72552,0.42598,0.2607,0.80871,0.000496,0.000496,0.000496
290,27538.3,0.44062,0.25179,0.81814,0.93262,0.87103,0.92885,0.72585,0.42546,0.26058,0.80861,0.000463,0.000463,0.000463
291,27634.2,0.44112,0.25202,0.8181,0.9323,0.87491,0.92895,0.72619,0.42496,0.26026,0.80852,0.00043,0.00043,0.00043
292,27730,0.43987,0.25144,0.81785,0.93304,0.87585,0.92999,0.72683,0.42444,0.26001,0.80841,0.000397,0.000397,0.000397
293,27825.8,0.43572,0.24973,0.81815,0.93025,0.87448,0.92958,0.72723,0.42383,0.2596,0.80828,0.000364,0.000364,0.000364
294,27921.6,0.43809,0.2509,0.81798,0.93408,0.87507,0.93061,0.72796,0.42296,0.25928,0.80815,0.000331,0.000331,0.000331
295,28017.6,0.43823,0.24987,0.81792,0.93459,0.8783,0.93151,0.72827,0.42225,0.2587,0.80803,0.000298,0.000298,0.000298
296,28114.2,0.43498,0.24898,0.8171,0.93264,0.87738,0.93074,0.72828,0.42177,0.25831,0.80793,0.000265,0.000265,0.000265
297,28209.7,0.4359,0.24924,0.81711,0.93167,0.88084,0.93261,0.72889,0.42094,0.25772,0.80781,0.000232,0.000232,0.000232
298,28305.4,0.43317,0.2486,0.81704,0.93147,0.88129,0.93281,0.72934,0.42036,0.25727,0.80769,0.000199,0.000199,0.000199
299,28401,0.43198,0.24738,0.81588,0.93102,0.88015,0.93252,0.73031,0.41932,0.25655,0.80754,0.000166,0.000166,0.000166
300,28496.9,0.42991,0.24713,0.81644,0.93164,0.8812,0.93319,0.7305,0.4185,0.256,0.80738,0.000133,0.000133,0.000133
